Sample	Genome	Coverage	Resolution	Score
Encode_hg38_SK-MEL-5_HindIII_Rep2	hg38	0	10000	0.00932319775183
Encode_hg38_SK-MEL-5_HindIII_Rep2	hg38	0	40000	0.0313140930234
Encode_hg38_SK-MEL-5_HindIII_Rep2	hg38	0	200000	0.0864130367592
Encode_hg38_SK-MEL-5_HindIII_Rep2	hg38	0	1000000	0.134795197251
Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	0	10000	0.000130896073215
Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	0	40000	0.00213787643966
Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	0	200000	0.0157701606238
Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	0	1000000	0.0585547831894
Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	0	10000	0.000767488497237
Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	0	40000	0.00941903767908
Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	0	200000	0.041510369836
Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	0	1000000	0.0869990276527
Encode_hg38_T47D_HindIII_Rep1	hg38	0	10000	0.00365331889126
Encode_hg38_T47D_HindIII_Rep1	hg38	0	40000	0.0263235198026
Encode_hg38_T47D_HindIII_Rep1	hg38	0	200000	0.0924362211256
Encode_hg38_T47D_HindIII_Rep1	hg38	0	1000000	0.135310961557
Encode_hg38_T47D_HindIII_Rep2	hg38	0	10000	0.0034995676214
Encode_hg38_T47D_HindIII_Rep2	hg38	0	40000	0.0271450490563
Encode_hg38_T47D_HindIII_Rep2	hg38	0	200000	0.0946200498184
Encode_hg38_T47D_HindIII_Rep2	hg38	0	1000000	0.133091117454
GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	0	10000	0.00146359677409
GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	0	40000	0.00579032293821
GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	0	200000	0.0264261906959
GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	0	1000000	0.0901083198756
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	0	10000	0.0346869431001
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	0	40000	0.0575105859678
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	0	200000	0.113639139071
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	0	1000000	0.173860188598
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	0	10000	0.0137504696677
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	0	40000	0.0570643127198
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	0	200000	0.12282369247
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	0	1000000	0.131767129053
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	0	10000	0.00954407789666
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	0	40000	0.0456773391657
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	0	200000	0.119212663613
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	0	1000000	0.127736103335
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	0	10000	0.00377192697232
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	0	40000	0.0198016360769
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	0	200000	0.0580354102483
GSE35156_mm10_Cortex_HindIII_Rep1	mm10	0	1000000	0.0817340748255
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	0	10000	0.00512111131597
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	0	40000	0.0249007603949
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	0	200000	0.0645376925454
GSE35156_mm10_Cortex_HindIII_Rep2	mm10	0	1000000	0.087129030307
GSE35156_mm10_ES_HindIII_Rep1	mm10	0	10000	0.0290473687561
GSE35156_mm10_ES_HindIII_Rep1	mm10	0	40000	0.0609064307288
GSE35156_mm10_ES_HindIII_Rep1	mm10	0	200000	0.110112958328
GSE35156_mm10_ES_HindIII_Rep1	mm10	0	1000000	0.127261096617
GSE35156_mm10_ES_HindIII_Rep2	mm10	0	10000	0.0106869294251
GSE35156_mm10_ES_HindIII_Rep2	mm10	0	40000	0.0325807700666
GSE35156_mm10_ES_HindIII_Rep2	mm10	0	200000	0.0802694327034
GSE35156_mm10_ES_HindIII_Rep2	mm10	0	1000000	0.109835898803
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	0	4000	0.0500251451328
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	0	20000	0.0620179001344
GSE38468_dm6_Kc167_HindIII_Rep1	dm6	0	100000	0.0882909256894
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	0	4000	0.0738737584439
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	0	20000	0.0838631389537
GSE38468_dm6_Kc167_HindIII_Rep2	dm6	0	100000	0.106921691609
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	0	10000	0.00519997208094
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	0	40000	0.031450804485
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	0	200000	0.103707761792
GSE48592_hg38_GM12878_HindIII_Rep1	hg38	0	1000000	0.115612989955
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	0	10000	0.00486148121784
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	0	40000	0.0290223785616
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	0	200000	0.0999398629443
GSE48592_hg38_GM12878_HindIII_Rep2	hg38	0	1000000	0.115217547114
GSE49017_mm10_AST_HindIII_Rep1	mm10	0	10000	0.00658301162767
GSE49017_mm10_AST_HindIII_Rep1	mm10	0	40000	0.0359456339105
GSE49017_mm10_AST_HindIII_Rep1	mm10	0	200000	0.135041781814
GSE49017_mm10_AST_HindIII_Rep1	mm10	0	1000000	0.192600117543
GSE49017_mm10_AST_HindIII_Rep2	mm10	0	10000	0.00498280337955
GSE49017_mm10_AST_HindIII_Rep2	mm10	0	40000	0.0314668791704
GSE49017_mm10_AST_HindIII_Rep2	mm10	0	200000	0.140474815849
GSE49017_mm10_AST_HindIII_Rep2	mm10	0	1000000	0.204348182786
GSE49017_mm10_NSC_HindIII_Rep1	mm10	0	10000	0.00281981605242
GSE49017_mm10_NSC_HindIII_Rep1	mm10	0	40000	0.0125536111801
GSE49017_mm10_NSC_HindIII_Rep1	mm10	0	200000	0.0564549190324
GSE49017_mm10_NSC_HindIII_Rep1	mm10	0	1000000	0.115417532178
GSE49017_mm10_NSC_HindIII_Rep2	mm10	0	10000	0.00213900215658
GSE49017_mm10_NSC_HindIII_Rep2	mm10	0	40000	0.00959688494779
GSE49017_mm10_NSC_HindIII_Rep2	mm10	0	200000	0.045442624699
GSE49017_mm10_NSC_HindIII_Rep2	mm10	0	1000000	0.105042373598
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	0	10000	0.0420348523698
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	0	40000	0.0660457283232
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	0	200000	0.121067839049
GSE52457_hg38_H1-ES_HindIII_Rep1	hg38	0	1000000	0.177356229406
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	0	10000	0.0405858592969
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	0	40000	0.080943113791
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	0	200000	0.133678194108
GSE52457_hg38_H1-ES_HindIII_Rep2	hg38	0	1000000	0.157173269332
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	0	10000	0.0556405566849
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	0	40000	0.126599095415
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	0	200000	0.171387245314
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep1	hg38	0	1000000	0.166105638298
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	0	10000	0.0579281224398
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	0	40000	0.131190185003
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	0	200000	0.17356143717
GSE52457_hg38_H1-MesenchymalStem_HindIII_Rep2	hg38	0	1000000	0.165096295065
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	0	10000	0.0394798988262
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	0	40000	0.0828400293621
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	0	200000	0.134462259731
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep1	hg38	0	1000000	0.158205480824
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	0	10000	0.0556172650184
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	0	40000	0.0907889303597
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	0	200000	0.123448722409
GSE52457_hg38_H1-Mesendoderm_HindIII_Rep2	hg38	0	1000000	0.160358457338
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	0	10000	0.00460561923641
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	0	40000	0.0274129756597
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	0	200000	0.0682706815915
GSE52457_hg38_H1-NPC_HindIII_Rep1	hg38	0	1000000	0.102499972853
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	0	10000	0.00540829112188
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	0	40000	0.032466150747
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	0	200000	0.0799557561196
GSE52457_hg38_H1-NPC_HindIII_Rep2	hg38	0	1000000	0.104028873207
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	hg38	0	10000	0.0126466669967
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	hg38	0	40000	0.0448678915697
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	hg38	0	200000	0.0968358279108
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep1	hg38	0	1000000	0.128839078936
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	0	10000	0.0196754711927
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	0	40000	0.0545561774208
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	0	200000	0.102115307293
GSE52457_hg38_H1-Trophectoderm_HindIII_Rep2	hg38	0	1000000	0.126822329153
GSE60494_mm10_ES_MboI_Rep1	mm10	0	10000	0.00751871593157
GSE60494_mm10_ES_MboI_Rep1	mm10	0	40000	0.029406984881
GSE60494_mm10_ES_MboI_Rep1	mm10	0	200000	0.078879940887
GSE60494_mm10_ES_MboI_Rep1	mm10	0	1000000	0.110993684937
GSE60494_mm10_ES_MboI_Rep2	mm10	0	10000	0.00443463954794
GSE60494_mm10_ES_MboI_Rep2	mm10	0	40000	0.0185063579519
GSE60494_mm10_ES_MboI_Rep2	mm10	0	200000	0.0602267065919
GSE60494_mm10_ES_MboI_Rep2	mm10	0	1000000	0.104996952649
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	0	4000	0.0855691051469
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	0	20000	0.108066082793
GSE61471_dm6_16-18hr-embryos_DpnII_Rep1	dm6	0	100000	0.116685252792
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	0	4000	0.106628110086
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	0	20000	0.117896344167
GSE61471_dm6_16-18hr-embryos_DpnII_Rep2	dm6	0	100000	0.124293417123
GSE63515_dm6_Kc167_DpnII_Rep1	dm6	0	4000	0.0220478929223
GSE63515_dm6_Kc167_DpnII_Rep1	dm6	0	20000	0.0468296080884
GSE63515_dm6_Kc167_DpnII_Rep1	dm6	0	100000	0.0826536201505
GSE63515_dm6_Kc167_DpnII_Rep2	dm6	0	4000	0.0281120519614
GSE63515_dm6_Kc167_DpnII_Rep2	dm6	0	20000	0.0546260338107
GSE63515_dm6_Kc167_DpnII_Rep2	dm6	0	100000	0.0879917709928
GSE63525_hg38_GM12878_MboI_Rep1	hg38	0	10000	0.00389416349077
GSE63525_hg38_GM12878_MboI_Rep1	hg38	0	40000	0.0203788416961
GSE63525_hg38_GM12878_MboI_Rep1	hg38	0	200000	0.0736940279741
GSE63525_hg38_GM12878_MboI_Rep1	hg38	0	1000000	0.126316041149
GSE63525_hg38_GM12878_MboI_Rep2	hg38	0	10000	0.0037799885994
GSE63525_hg38_GM12878_MboI_Rep2	hg38	0	40000	0.0198704507062
GSE63525_hg38_GM12878_MboI_Rep2	hg38	0	200000	0.0717619966979
GSE63525_hg38_GM12878_MboI_Rep2	hg38	0	1000000	0.125975195823
GSE63525_hg38_HMEC_MboI_Rep1	hg38	0	10000	0.000965943604932
GSE63525_hg38_HMEC_MboI_Rep1	hg38	0	40000	0.0044624364875
GSE63525_hg38_HMEC_MboI_Rep1	hg38	0	200000	0.0231090603751
GSE63525_hg38_HMEC_MboI_Rep1	hg38	0	1000000	0.0766096560858
GSE63525_hg38_HMEC_MboI_Rep2	hg38	0	10000	0.000919316680665
GSE63525_hg38_HMEC_MboI_Rep2	hg38	0	40000	0.00492287150307
GSE63525_hg38_HMEC_MboI_Rep2	hg38	0	200000	0.0255518587541
GSE63525_hg38_HMEC_MboI_Rep2	hg38	0	1000000	0.079998538549
GSE63525_hg38_K562_MboI_Rep1	hg38	0	10000	0.00386639528714
GSE63525_hg38_K562_MboI_Rep1	hg38	0	40000	0.0326680785844
GSE63525_hg38_K562_MboI_Rep1	hg38	0	200000	0.111042246472
GSE63525_hg38_K562_MboI_Rep1	hg38	0	1000000	0.152180407928
GSE63525_hg38_K562_MboI_Rep2	hg38	0	10000	0.00328723692588
GSE63525_hg38_K562_MboI_Rep2	hg38	0	40000	0.0299802518948
GSE63525_hg38_K562_MboI_Rep2	hg38	0	200000	0.106252267149
GSE63525_hg38_K562_MboI_Rep2	hg38	0	1000000	0.149597405978
GSE63525_mm10_CH12-LX_HindIII_Rep1	mm10	0	10000	0.00110670853635
GSE63525_mm10_CH12-LX_HindIII_Rep1	mm10	0	40000	0.00984565256336
GSE63525_mm10_CH12-LX_HindIII_Rep1	mm10	0	200000	0.0693637199691
GSE63525_mm10_CH12-LX_HindIII_Rep1	mm10	0	1000000	0.138645088145
GSE63525_mm10_CH12-LX_HindIII_Rep2	mm10	0	10000	0.000423159282081
GSE63525_mm10_CH12-LX_HindIII_Rep2	mm10	0	40000	0.00431579573432
GSE63525_mm10_CH12-LX_HindIII_Rep2	mm10	0	200000	0.0409916230585
GSE63525_mm10_CH12-LX_HindIII_Rep2	mm10	0	1000000	0.110523210872
GSE63525_mm10_CH12-LX_MboI_Rep1	mm10	0	10000	0.000403813797753
GSE63525_mm10_CH12-LX_MboI_Rep1	mm10	0	40000	0.00356232059954
GSE63525_mm10_CH12-LX_MboI_Rep1	mm10	0	200000	0.0339443368075
GSE63525_mm10_CH12-LX_MboI_Rep1	mm10	0	1000000	0.109575537109
GSE63525_mm10_CH12-LX_MboI_Rep2	mm10	0	10000	0.000536636876582
GSE63525_mm10_CH12-LX_MboI_Rep2	mm10	0	40000	0.00437297714411
GSE63525_mm10_CH12-LX_MboI_Rep2	mm10	0	200000	0.038549419388
GSE63525_mm10_CH12-LX_MboI_Rep2	mm10	0	1000000	0.108845372766
GSE65126_mm10_Liver_HindIII_Rep1	mm10	0	10000	0.00282887296425
GSE65126_mm10_Liver_HindIII_Rep1	mm10	0	40000	0.0131262180179
GSE65126_mm10_Liver_HindIII_Rep1	mm10	0	200000	0.0850767149946
GSE65126_mm10_Liver_HindIII_Rep1	mm10	0	1000000	0.158979832037
GSE65126_mm10_Liver_HindIII_Rep2	mm10	0	10000	0.0114781255492
GSE65126_mm10_Liver_HindIII_Rep2	mm10	0	40000	0.0386768032526
GSE65126_mm10_Liver_HindIII_Rep2	mm10	0	200000	0.127721849462
GSE65126_mm10_Liver_HindIII_Rep2	mm10	0	1000000	0.154740163651
GSE69013_dm6_BG3-c2_HindIII_Rep1	dm6	0	4000	0.0140959131541
GSE69013_dm6_BG3-c2_HindIII_Rep1	dm6	0	20000	0.0329968983146
GSE69013_dm6_BG3-c2_HindIII_Rep1	dm6	0	100000	0.0841744092269
GSE69013_dm6_BG3-c2_HindIII_Rep2	dm6	0	4000	0.014874332322
GSE69013_dm6_BG3-c2_HindIII_Rep2	dm6	0	20000	0.034706431251
GSE69013_dm6_BG3-c2_HindIII_Rep2	dm6	0	100000	0.0851058289986
GSE69013_dm6_OSC_HindIII_Rep1	dm6	0	4000	0.00897737064179
GSE69013_dm6_OSC_HindIII_Rep1	dm6	0	20000	0.0226361123375
GSE69013_dm6_OSC_HindIII_Rep1	dm6	0	100000	0.0698668795533
GSE69013_dm6_OSC_HindIII_Rep2	dm6	0	4000	0.0130950707727
GSE69013_dm6_OSC_HindIII_Rep2	dm6	0	20000	0.0280743511892
GSE69013_dm6_OSC_HindIII_Rep2	dm6	0	100000	0.0764806411565
GSE69013_dm6_S2_HindIII_Rep1	dm6	0	4000	0.0114344323213
GSE69013_dm6_S2_HindIII_Rep1	dm6	0	20000	0.0280851650022
GSE69013_dm6_S2_HindIII_Rep1	dm6	0	100000	0.0725405150205
GSE69013_dm6_S2_HindIII_Rep2	dm6	0	4000	0.00728949834663
GSE69013_dm6_S2_HindIII_Rep2	dm6	0	20000	0.0207269673963
GSE69013_dm6_S2_HindIII_Rep2	dm6	0	100000	0.0599926146016
GSE70181_hg38_H9-WA09-Dil_HindIII_Rep1	hg38	0	10000	0.000132190323113
GSE70181_hg38_H9-WA09-Dil_HindIII_Rep1	hg38	0	40000	0.00076797519622
GSE70181_hg38_H9-WA09-Dil_HindIII_Rep1	hg38	0	200000	0.00830350151286
GSE70181_hg38_H9-WA09-Dil_HindIII_Rep1	hg38	0	1000000	0.0525790339392
GSE70181_hg38_H9-WA09-Dil_HindIII_Rep2	hg38	0	10000	0.000557711351335
GSE70181_hg38_H9-WA09-Dil_HindIII_Rep2	hg38	0	40000	0.00146054324881
GSE70181_hg38_H9-WA09-Dil_HindIII_Rep2	hg38	0	200000	0.0091418575251
GSE70181_hg38_H9-WA09-Dil_HindIII_Rep2	hg38	0	1000000	0.0591328610919
GSE70181_hg38_H9-WA09-IS_HindIII_Rep1	hg38	0	10000	0.00170075382701
GSE70181_hg38_H9-WA09-IS_HindIII_Rep1	hg38	0	40000	0.00322662053617
GSE70181_hg38_H9-WA09-IS_HindIII_Rep1	hg38	0	200000	0.0136555900485
GSE70181_hg38_H9-WA09-IS_HindIII_Rep1	hg38	0	1000000	0.067420580591
GSE70181_hg38_H9-WA09-IS_HindIII_Rep2	hg38	0	10000	0.0010670276564
GSE70181_hg38_H9-WA09-IS_HindIII_Rep2	hg38	0	40000	0.00165593178367
GSE70181_hg38_H9-WA09-IS_HindIII_Rep2	hg38	0	200000	0.00670885195515
GSE70181_hg38_H9-WA09-IS_HindIII_Rep2	hg38	0	1000000	0.0463725328223
GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep1	mm10	0	10000	0.00419852807822
GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep1	mm10	0	40000	0.0238983566862
GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep1	mm10	0	200000	0.0934705998818
GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep1	mm10	0	1000000	0.0902804383751
GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep2	mm10	0	10000	0.00542702885647
GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep2	mm10	0	40000	0.020817040986
GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep2	mm10	0	200000	0.0877990835344
GSE70181_mm10_Fetal-Liver-Dil_HindIII_Rep2	mm10	0	1000000	0.117389352585
GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep1	mm10	0	10000	0.0257258327338
GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep1	mm10	0	40000	0.0579325642959
GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep1	mm10	0	200000	0.134710297329
GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep1	mm10	0	1000000	0.147906460265
GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep2	mm10	0	10000	0.00938694465561
GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep2	mm10	0	40000	0.0254023738714
GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep2	mm10	0	200000	0.0978366550837
GSE70181_mm10_Fetal-Liver-IS_HindIII_Rep2	mm10	0	1000000	0.12773432612
GSE71831_hg38_RPE1_MboI_Rep1	hg38	0	10000	0.0195572627075
GSE71831_hg38_RPE1_MboI_Rep1	hg38	0	40000	0.0665735363207
GSE71831_hg38_RPE1_MboI_Rep1	hg38	0	200000	0.140833311821
GSE71831_hg38_RPE1_MboI_Rep1	hg38	0	1000000	0.184662502238
GSE71831_hg38_RPE1_MboI_Rep2	hg38	0	10000	0.0414158136001
GSE71831_hg38_RPE1_MboI_Rep2	hg38	0	40000	0.111086174066
GSE71831_hg38_RPE1_MboI_Rep2	hg38	0	200000	0.169274250143
GSE71831_hg38_RPE1_MboI_Rep2	hg38	0	1000000	0.195799492394
GSE76479_mm10_macrophages_DpnII_Rep1	mm10	0	10000	0.00144881041027
GSE76479_mm10_macrophages_DpnII_Rep1	mm10	0	40000	0.0140973651321
GSE76479_mm10_macrophages_DpnII_Rep1	mm10	0	200000	0.0909651855933
GSE76479_mm10_macrophages_DpnII_Rep1	mm10	0	1000000	0.145503860779
GSE76479_mm10_macrophages_DpnII_Rep2	mm10	0	10000	0.00183379738224
GSE76479_mm10_macrophages_DpnII_Rep2	mm10	0	40000	0.021043675665
GSE76479_mm10_macrophages_DpnII_Rep2	mm10	0	200000	0.109891750091
GSE76479_mm10_macrophages_DpnII_Rep2	mm10	0	1000000	0.153378395078
GSE76479_mm10_MEF_DpnII_Rep1	mm10	0	10000	0.00304529396976
GSE76479_mm10_MEF_DpnII_Rep1	mm10	0	40000	0.0151048238917
