Sample	Genome	Coverage	Resolution	Score
Encode_hg38_LNCaP-clone-FGC_HindIII_Rep1	hg38	5000000	200000	0.0161150849088
Encode_hg38_LNCaP-clone-FGC_HindIII_Rep1	hg38	5000000	1000000	0.0583977340708
Encode_hg38_LNCaP-clone-FGC_HindIII_Rep2	hg38	1000000	40000	0.000153353525438
Encode_hg38_LNCaP-clone-FGC_HindIII_Rep2	hg38	1000000	200000	0.00151325585573
Encode_hg38_LNCaP-clone-FGC_HindIII_Rep2	hg38	1000000	1000000	0.0186955293057
Encode_hg38_LNCaP-clone-FGC_HindIII_Rep2	hg38	2000000	40000	0.000385530810389
Encode_hg38_LNCaP-clone-FGC_HindIII_Rep2	hg38	2000000	200000	0.00448880348645
Encode_hg38_LNCaP-clone-FGC_HindIII_Rep2	hg38	2000000	1000000	0.0333963473788
Encode_hg38_LNCaP-clone-FGC_HindIII_Rep2	hg38	5000000	40000	0.00156162073881
Encode_hg38_LNCaP-clone-FGC_HindIII_Rep2	hg38	5000000	200000	0.0145876693468
Encode_hg38_LNCaP-clone-FGC_HindIII_Rep2	hg38	5000000	1000000	0.0550633582941
Encode_hg38_NCI-H460_HindIII_Rep1	hg38	1000000	40000	0.000262926106172
Encode_hg38_NCI-H460_HindIII_Rep1	hg38	1000000	200000	0.00312122115658
Encode_hg38_NCI-H460_HindIII_Rep1	hg38	1000000	1000000	0.0292523752029
Encode_hg38_NCI-H460_HindIII_Rep1	hg38	2000000	40000	0.000726630975926
Encode_hg38_NCI-H460_HindIII_Rep1	hg38	2000000	200000	0.00846998745359
Encode_hg38_NCI-H460_HindIII_Rep1	hg38	2000000	1000000	0.050825470448
Encode_hg38_NCI-H460_HindIII_Rep1	hg38	5000000	40000	0.00290035260783
Encode_hg38_NCI-H460_HindIII_Rep1	hg38	5000000	200000	0.0252681003604
Encode_hg38_NCI-H460_HindIII_Rep1	hg38	5000000	1000000	0.0821998890169
Encode_hg38_NCI-H460_HindIII_Rep1	hg38	10000000	40000	0.00778025179495
Encode_hg38_NCI-H460_HindIII_Rep1	hg38	10000000	200000	0.0472926521843
Encode_hg38_NCI-H460_HindIII_Rep1	hg38	10000000	1000000	0.10324070617
Encode_hg38_NCI-H460_HindIII_Rep1	hg38	20000000	40000	0.0183939458104
Encode_hg38_NCI-H460_HindIII_Rep1	hg38	20000000	200000	0.0750186277294
Encode_hg38_NCI-H460_HindIII_Rep1	hg38	20000000	1000000	0.117726787309
Encode_hg38_NCI-H460_HindIII_Rep2	hg38	1000000	40000	0.000251600303718
Encode_hg38_NCI-H460_HindIII_Rep2	hg38	1000000	200000	0.00290216005473
Encode_hg38_NCI-H460_HindIII_Rep2	hg38	1000000	1000000	0.0280602869462
Encode_hg38_NCI-H460_HindIII_Rep2	hg38	2000000	40000	0.000680464277015
Encode_hg38_NCI-H460_HindIII_Rep2	hg38	2000000	200000	0.00795263228794
Encode_hg38_NCI-H460_HindIII_Rep2	hg38	2000000	1000000	0.0488496328489
Encode_hg38_NCI-H460_HindIII_Rep2	hg38	5000000	40000	0.00271177488639
Encode_hg38_NCI-H460_HindIII_Rep2	hg38	5000000	200000	0.0239764514044
Encode_hg38_NCI-H460_HindIII_Rep2	hg38	5000000	1000000	0.0788348087036
Encode_hg38_NCI-H460_HindIII_Rep2	hg38	10000000	40000	0.00726701939407
Encode_hg38_NCI-H460_HindIII_Rep2	hg38	10000000	200000	0.0448567305553
Encode_hg38_NCI-H460_HindIII_Rep2	hg38	10000000	1000000	0.0979226449688
Encode_hg38_Panc1_HindIII_Rep1	hg38	1000000	40000	0.000318546767587
Encode_hg38_Panc1_HindIII_Rep1	hg38	1000000	200000	0.00275439813926
Encode_hg38_Panc1_HindIII_Rep1	hg38	1000000	1000000	0.0256434991109
Encode_hg38_Panc1_HindIII_Rep1	hg38	2000000	40000	0.000864337213956
Encode_hg38_Panc1_HindIII_Rep1	hg38	2000000	200000	0.00775003373691
Encode_hg38_Panc1_HindIII_Rep1	hg38	2000000	1000000	0.0465999421279
Encode_hg38_Panc1_HindIII_Rep1	hg38	5000000	40000	0.0034688756519
Encode_hg38_Panc1_HindIII_Rep1	hg38	5000000	200000	0.0234243326731
Encode_hg38_Panc1_HindIII_Rep1	hg38	5000000	1000000	0.0808278814901
Encode_hg38_Panc1_HindIII_Rep1	hg38	10000000	40000	0.00925346966424
Encode_hg38_Panc1_HindIII_Rep1	hg38	10000000	200000	0.0447335150428
Encode_hg38_Panc1_HindIII_Rep1	hg38	10000000	1000000	0.102896772331
Encode_hg38_Panc1_HindIII_Rep2	hg38	1000000	40000	0.000343023959347
Encode_hg38_Panc1_HindIII_Rep2	hg38	1000000	200000	0.00302141234189
Encode_hg38_Panc1_HindIII_Rep2	hg38	1000000	1000000	0.0257538943462
Encode_hg38_Panc1_HindIII_Rep2	hg38	2000000	40000	0.000930096548335
Encode_hg38_Panc1_HindIII_Rep2	hg38	2000000	200000	0.00818856948857
Encode_hg38_Panc1_HindIII_Rep2	hg38	2000000	1000000	0.0469752415847
Encode_hg38_Panc1_HindIII_Rep2	hg38	5000000	40000	0.00376918385225
Encode_hg38_Panc1_HindIII_Rep2	hg38	5000000	200000	0.0247104571585
Encode_hg38_Panc1_HindIII_Rep2	hg38	5000000	1000000	0.081257723397
Encode_hg38_Panc1_HindIII_Rep2	hg38	10000000	40000	0.0100787298624
Encode_hg38_Panc1_HindIII_Rep2	hg38	10000000	200000	0.0473255394406
Encode_hg38_Panc1_HindIII_Rep2	hg38	10000000	1000000	0.105143977705
Encode_hg38_RPMI-7951_HindIII_Rep1	hg38	1000000	40000	0.000210763040007
Encode_hg38_RPMI-7951_HindIII_Rep1	hg38	1000000	200000	0.00355916001259
Encode_hg38_RPMI-7951_HindIII_Rep1	hg38	1000000	1000000	0.0297217350455
Encode_hg38_RPMI-7951_HindIII_Rep1	hg38	2000000	40000	0.000566342868542
Encode_hg38_RPMI-7951_HindIII_Rep1	hg38	2000000	200000	0.00969003640449
Encode_hg38_RPMI-7951_HindIII_Rep1	hg38	2000000	1000000	0.0508251466851
Encode_hg38_RPMI-7951_HindIII_Rep1	hg38	5000000	40000	0.00251108883431
Encode_hg38_RPMI-7951_HindIII_Rep1	hg38	5000000	200000	0.0290460187589
Encode_hg38_RPMI-7951_HindIII_Rep1	hg38	5000000	1000000	0.0833755618124
Encode_hg38_RPMI-7951_HindIII_Rep1	hg38	10000000	40000	0.00712366703673
Encode_hg38_RPMI-7951_HindIII_Rep1	hg38	10000000	200000	0.0534893215657
Encode_hg38_RPMI-7951_HindIII_Rep1	hg38	10000000	1000000	0.102971638346
Encode_hg38_RPMI-7951_HindIII_Rep1	hg38	20000000	40000	0.0174278205334
Encode_hg38_RPMI-7951_HindIII_Rep1	hg38	20000000	200000	0.0826683631746
Encode_hg38_RPMI-7951_HindIII_Rep1	hg38	20000000	1000000	0.11616828227
Encode_hg38_RPMI-7951_HindIII_Rep2	hg38	1000000	40000	0.000237068824885
Encode_hg38_RPMI-7951_HindIII_Rep2	hg38	1000000	200000	0.00379808810398
Encode_hg38_RPMI-7951_HindIII_Rep2	hg38	1000000	1000000	0.0310539051938
Encode_hg38_RPMI-7951_HindIII_Rep2	hg38	2000000	40000	0.000652481299123
Encode_hg38_RPMI-7951_HindIII_Rep2	hg38	2000000	200000	0.0103430150648
Encode_hg38_RPMI-7951_HindIII_Rep2	hg38	2000000	1000000	0.0539073993176
Encode_hg38_RPMI-7951_HindIII_Rep2	hg38	5000000	40000	0.00274141136254
Encode_hg38_RPMI-7951_HindIII_Rep2	hg38	5000000	200000	0.0303720762059
Encode_hg38_RPMI-7951_HindIII_Rep2	hg38	5000000	1000000	0.0877282470496
Encode_hg38_RPMI-7951_HindIII_Rep2	hg38	10000000	40000	0.00767930486697
Encode_hg38_RPMI-7951_HindIII_Rep2	hg38	10000000	200000	0.0556774269827
Encode_hg38_RPMI-7951_HindIII_Rep2	hg38	10000000	1000000	0.109080321021
Encode_hg38_RPMI-7951_HindIII_Rep2	hg38	20000000	40000	0.0186655624821
Encode_hg38_RPMI-7951_HindIII_Rep2	hg38	20000000	200000	0.0857100092554
Encode_hg38_RPMI-7951_HindIII_Rep2	hg38	20000000	1000000	0.123272130271
Encode_hg38_SJCRH30_HindIII_Rep1	hg38	1000000	40000	0.000302468037119
Encode_hg38_SJCRH30_HindIII_Rep1	hg38	1000000	200000	0.0022973255531
Encode_hg38_SJCRH30_HindIII_Rep1	hg38	1000000	1000000	0.0206924582281
Encode_hg38_SK-MEL-5_HindIII_Rep1	hg38	1000000	40000	0.000370281001705
Encode_hg38_SK-MEL-5_HindIII_Rep1	hg38	1000000	200000	0.0026424845499
Encode_hg38_SK-MEL-5_HindIII_Rep1	hg38	1000000	1000000	0.0233476696226
Encode_hg38_SK-MEL-5_HindIII_Rep1	hg38	2000000	40000	0.000925456639766
Encode_hg38_SK-MEL-5_HindIII_Rep1	hg38	2000000	200000	0.00711167154967
Encode_hg38_SK-MEL-5_HindIII_Rep1	hg38	2000000	1000000	0.0445114823263
Encode_hg38_SK-MEL-5_HindIII_Rep1	hg38	5000000	40000	0.00353136250393
Encode_hg38_SK-MEL-5_HindIII_Rep1	hg38	5000000	200000	0.0219012078429
Encode_hg38_SK-MEL-5_HindIII_Rep1	hg38	5000000	1000000	0.0814134810839
Encode_hg38_SK-MEL-5_HindIII_Rep2	hg38	1000000	40000	0.000372928795237
Encode_hg38_SK-MEL-5_HindIII_Rep2	hg38	1000000	200000	0.00263702750751
Encode_hg38_SK-MEL-5_HindIII_Rep2	hg38	1000000	1000000	0.0227092490174
Encode_hg38_SK-MEL-5_HindIII_Rep2	hg38	2000000	40000	0.000915576204707
Encode_hg38_SK-MEL-5_HindIII_Rep2	hg38	2000000	200000	0.00701387174851
Encode_hg38_SK-MEL-5_HindIII_Rep2	hg38	2000000	1000000	0.0437219823528
Encode_hg38_SK-MEL-5_HindIII_Rep2	hg38	5000000	40000	0.00357641756361
Encode_hg38_SK-MEL-5_HindIII_Rep2	hg38	5000000	200000	0.0220486215913
Encode_hg38_SK-MEL-5_HindIII_Rep2	hg38	5000000	1000000	0.0803634501218
Encode_hg38_SK-MEL-5_HindIII_Rep2	hg38	10000000	40000	0.00951147131255
Encode_hg38_SK-MEL-5_HindIII_Rep2	hg38	10000000	200000	0.0430473922071
Encode_hg38_SK-MEL-5_HindIII_Rep2	hg38	10000000	1000000	0.106642370852
Encode_hg38_SK-MEL-5_HindIII_Rep2	hg38	20000000	40000	0.0221242977136
Encode_hg38_SK-MEL-5_HindIII_Rep2	hg38	20000000	200000	0.0714215649233
Encode_hg38_SK-MEL-5_HindIII_Rep2	hg38	20000000	1000000	0.126153997833
Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	1000000	40000	9.71118818119e-05
Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	1000000	200000	0.00111277456356
Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	1000000	1000000	0.0187449679105
Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	2000000	40000	0.000264257774137
Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	2000000	200000	0.00319419033066
Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	2000000	1000000	0.0320645523967
Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	5000000	40000	0.00121740943554
Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	5000000	200000	0.0106349989959
Encode_hg38_SK-N-MC_HindIII_Rep1	hg38	5000000	1000000	0.0511801031106
Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	1000000	40000	0.000152759337216
Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	1000000	200000	0.00157439728626
Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	1000000	1000000	0.0199141824889
Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	2000000	40000	0.000445112617589
Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	2000000	200000	0.00443679510891
Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	2000000	1000000	0.0357502130637
Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	5000000	40000	0.00189123548064
Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	5000000	200000	0.0145321474092
Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	5000000	1000000	0.0612234872311
Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	10000000	40000	0.00537688043226
Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	10000000	200000	0.0295417618352
Encode_hg38_SK-N-MC_HindIII_Rep2	hg38	10000000	1000000	0.0778748982131
Encode_hg38_T47D_HindIII_Rep1	hg38	1000000	40000	0.000301411664351
Encode_hg38_T47D_HindIII_Rep1	hg38	1000000	200000	0.00378122127176
Encode_hg38_T47D_HindIII_Rep1	hg38	1000000	1000000	0.03703469309
Encode_hg38_T47D_HindIII_Rep1	hg38	2000000	40000	0.000840360748752
Encode_hg38_T47D_HindIII_Rep1	hg38	2000000	200000	0.0100296356288
Encode_hg38_T47D_HindIII_Rep1	hg38	2000000	1000000	0.0623011361273
Encode_hg38_T47D_HindIII_Rep1	hg38	5000000	40000	0.00349949391358
Encode_hg38_T47D_HindIII_Rep1	hg38	5000000	200000	0.0295423130251
Encode_hg38_T47D_HindIII_Rep1	hg38	5000000	1000000	0.0969594906604
Encode_hg38_T47D_HindIII_Rep1	hg38	10000000	40000	0.009528604794
Encode_hg38_T47D_HindIII_Rep1	hg38	10000000	200000	0.0546186479597
Encode_hg38_T47D_HindIII_Rep1	hg38	10000000	1000000	0.117594354512
Encode_hg38_T47D_HindIII_Rep1	hg38	20000000	40000	0.0224359244829
Encode_hg38_T47D_HindIII_Rep1	hg38	20000000	200000	0.0853595809868
Encode_hg38_T47D_HindIII_Rep1	hg38	20000000	1000000	0.131422246534
Encode_hg38_T47D_HindIII_Rep2	hg38	1000000	40000	0.000268920320554
Encode_hg38_T47D_HindIII_Rep2	hg38	1000000	200000	0.00366288083605
Encode_hg38_T47D_HindIII_Rep2	hg38	1000000	1000000	0.0368828496019
Encode_hg38_T47D_HindIII_Rep2	hg38	2000000	40000	0.000762035246137
Encode_hg38_T47D_HindIII_Rep2	hg38	2000000	200000	0.0100323590957
Encode_hg38_T47D_HindIII_Rep2	hg38	2000000	1000000	0.0620022957403
Encode_hg38_T47D_HindIII_Rep2	hg38	5000000	40000	0.00327494445862
Encode_hg38_T47D_HindIII_Rep2	hg38	5000000	200000	0.0295132993966
Encode_hg38_T47D_HindIII_Rep2	hg38	5000000	1000000	0.0958507714105
Encode_hg38_T47D_HindIII_Rep2	hg38	10000000	40000	0.00897264010735
Encode_hg38_T47D_HindIII_Rep2	hg38	10000000	200000	0.0543660798618
Encode_hg38_T47D_HindIII_Rep2	hg38	10000000	1000000	0.115941976019
Encode_hg38_T47D_HindIII_Rep2	hg38	20000000	40000	0.0213301059511
Encode_hg38_T47D_HindIII_Rep2	hg38	20000000	200000	0.0844620500036
Encode_hg38_T47D_HindIII_Rep2	hg38	20000000	1000000	0.128643342951
GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	1000000	40000	0.000294716367475
GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	1000000	200000	0.00153689706127
GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	1000000	1000000	0.017142032348
GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	2000000	40000	0.000608899991683
GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	2000000	200000	0.00405810343606
GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	2000000	1000000	0.0342068353843
GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	5000000	40000	0.00184671873016
GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	5000000	200000	0.0113248180511
GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	5000000	1000000	0.060711808904
GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	10000000	40000	0.00391032161417
GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	10000000	200000	0.0201078465182
GSE35156_hg38_H1-ES_HindIII_Rep1	hg38	10000000	1000000	0.079352148278
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	1000000	40000	0.000394225494348
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	1000000	200000	0.0016039729298
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	1000000	1000000	0.0165830386277
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	2000000	40000	0.00079240894722
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	2000000	200000	0.0044096771886
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	2000000	1000000	0.0354675898177
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	5000000	40000	0.00261594953076
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	5000000	200000	0.0148430352532
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	5000000	1000000	0.0732639494798
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	10000000	40000	0.00667643529672
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	10000000	200000	0.0309573705131
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	10000000	1000000	0.106269613069
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	20000000	40000	0.0155508300645
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	20000000	200000	0.0550232751398
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	20000000	1000000	0.135576931067
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	40000000	40000	0.031061698914
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	40000000	200000	0.0824194817565
GSE35156_hg38_H1-ES_HindIII_Rep2	hg38	40000000	1000000	0.156499630515
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	1000000	40000	0.00035869144149
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	1000000	200000	0.00359528032953
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	1000000	1000000	0.0287960218255
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	2000000	40000	0.000948311974791
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	2000000	200000	0.00994486852872
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	2000000	1000000	0.0508804986634
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	5000000	40000	0.00381172739283
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	5000000	200000	0.0296382015193
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	5000000	1000000	0.0834975294064
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	10000000	40000	0.0099875603524
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	10000000	200000	0.0542318801254
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	10000000	1000000	0.103387753204
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	20000000	40000	0.0225495773263
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	20000000	200000	0.0829931789506
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	20000000	1000000	0.117578473965
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	40000000	40000	0.0422768102227
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	40000000	200000	0.109170804055
GSE35156_hg38_IMR90_HindIII_Rep1	hg38	40000000	1000000	0.125762391894
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	1000000	40000	0.000348157614263
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	1000000	200000	0.00404709580454
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	1000000	1000000	0.0335656956997
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	2000000	40000	0.000931523308712
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	2000000	200000	0.0112169670329
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	2000000	1000000	0.0568222373829
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	5000000	40000	0.00382265016076
GSE35156_hg38_IMR90_HindIII_Rep2	hg38	5000000	200000	0.0330275633686
